rel_path,source_type,scanner,dpi,doc_id
Official\Canon9000-2\300\s5_42.tif,Official,Canon9000-2,300,s5_42
Official\Canon9000-2\300\s5_43.tif,Official,Canon9000-2,300,s5_43
Official\Canon9000-2\300\s5_44.tif,Official,Canon9000-2,300,s5_44
Official\Canon9000-2\300\s5_45.tif,Official,Canon9000-2,300,s5_45
Official\Canon9000-2\300\s5_46.tif,Official,Canon9000-2,300,s5_46
Official\Canon9000-2\300\s5_47.tif,Official,Canon9000-2,300,s5_47
Official\Canon9000-2\300\s5_48.tif,Official,Canon9000-2,300,s5_48
Official\Canon9000-2\300\s5_49.tif,Official,Canon9000-2,300,s5_49
Official\Canon9000-2\300\s5_50.tif,Official,Canon9000-2,300,s5_50
Official\Canon9000-2\300\s5_51.tif,Official,Canon9000-2,300,s5_51
Official\Canon9000-2\300\s5_52.tif,Official,Canon9000-2,300,s5_52
Official\Canon9000-2\300\s5_53.tif,Official,Canon9000-2,300,s5_53
Official\Canon9000-2\300\s5_54.tif,Official,Canon9000-2,300,s5_54
Official\Canon9000-2\300\s5_55.tif,Official,Canon9000-2,300,s5_55
Official\Canon9000-2\300\s5_56.tif,Official,Canon9000-2,300,s5_56
Official\Canon9000-2\300\s5_57.tif,Official,Canon9000-2,300,s5_57
Official\Canon9000-2\300\s5_58.tif,Official,Canon9000-2,300,s5_58
Official\Canon9000-2\300\s5_59.tif,Official,Canon9000-2,300,s5_59
Official\Canon9000-2\300\s5_60.tif,Official,Canon9000-2,300,s5_60
Official\Canon9000-2\300\s5_61.tif,Official,Canon9000-2,300,s5_61
Official\Canon9000-2\300\s5_62.tif,Official,Canon9000-2,300,s5_62
Official\Canon9000-2\300\s5_63.tif,Official,Canon9000-2,300,s5_63
Official\Canon9000-2\300\s5_64.tif,Official,Canon9000-2,300,s5_64
Official\Canon9000-2\300\s5_65.tif,Official,Canon9000-2,300,s5_65
Official\Canon9000-2\300\s5_66.tif,Official,Canon9000-2,300,s5_66
Official\Canon9000-2\300\s5_67.tif,Official,Canon9000-2,300,s5_67
Official\Canon9000-2\300\s5_68.tif,Official,Canon9000-2,300,s5_68
Official\Canon9000-2\300\s5_69.tif,Official,Canon9000-2,300,s5_69
Official\Canon9000-2\300\s5_70.tif,Official,Canon9000-2,300,s5_70
Official\Canon9000-2\300\s5_71.tif,Official,Canon9000-2,300,s5_71
Official\Canon9000-2\300\s5_72.tif,Official,Canon9000-2,300,s5_72
Official\Canon9000-2\300\s5_73.tif,Official,Canon9000-2,300,s5_73
Official\Canon9000-2\300\s5_74.tif,Official,Canon9000-2,300,s5_74
Official\Canon9000-2\300\s5_75.tif,Official,Canon9000-2,300,s5_75
Official\Canon9000-2\300\s5_76.tif,Official,Canon9000-2,300,s5_76
Official\Canon9000-2\300\s5_77.tif,Official,Canon9000-2,300,s5_77
Official\Canon9000-2\300\s5_78.tif,Official,Canon9000-2,300,s5_78
Official\Canon9000-2\300\s5_79.tif,Official,Canon9000-2,300,s5_79
Official\Canon9000-2\300\s5_80.tif,Official,Canon9000-2,300,s5_80
Official\Canon9000-2\300\s5_81.tif,Official,Canon9000-2,300,s5_81
Official\Canon9000-2\300\s5_82.tif,Official,Canon9000-2,300,s5_82
Official\Canon9000-2\300\s5_83.tif,Official,Canon9000-2,300,s5_83
Official\Canon9000-2\300\s5_84.tif,Official,Canon9000-2,300,s5_84
Official\Canon9000-2\300\s5_85.tif,Official,Canon9000-2,300,s5_85
Official\Canon9000-2\300\s5_86.tif,Official,Canon9000-2,300,s5_86
Official\Canon9000-2\300\s5_87.tif,Official,Canon9000-2,300,s5_87
Official\Canon9000-2\300\s5_88.tif,Official,Canon9000-2,300,s5_88
Official\Canon9000-2\300\s5_89.tif,Official,Canon9000-2,300,s5_89
Official\Canon9000-2\300\s5_90.tif,Official,Canon9000-2,300,s5_90
Official\Canon9000-2\300\s5_91.tif,Official,Canon9000-2,300,s5_91
Official\Canon9000-2\300\s5_92.tif,Official,Canon9000-2,300,s5_92
Official\Canon9000-2\300\s5_93.tif,Official,Canon9000-2,300,s5_93
Official\Canon9000-2\300\s5_94.tif,Official,Canon9000-2,300,s5_94
Official\Canon9000-2\300\s5_95.tif,Official,Canon9000-2,300,s5_95
Official\Canon9000-2\300\s5_96.tif,Official,Canon9000-2,300,s5_96
Official\Canon9000-2\300\s5_97.tif,Official,Canon9000-2,300,s5_97
Official\Canon9000-2\300\s5_98.tif,Official,Canon9000-2,300,s5_98
Official\Canon9000-2\300\s5_99.tif,Official,Canon9000-2,300,s5_99
Official\EpsonV370-1\150\s6_100.tif,Official,EpsonV370-1,150,s6_100
Official\EpsonV370-1\150\s6_21.tif,Official,EpsonV370-1,150,s6_21
Official\EpsonV370-1\150\s6_22.tif,Official,EpsonV370-1,150,s6_22
Official\EpsonV370-1\150\s6_23.tif,Official,EpsonV370-1,150,s6_23
Official\EpsonV370-1\150\s6_24.tif,Official,EpsonV370-1,150,s6_24
Official\EpsonV370-1\150\s6_25.tif,Official,EpsonV370-1,150,s6_25
Official\EpsonV370-1\150\s6_26.tif,Official,EpsonV370-1,150,s6_26
Official\EpsonV370-1\150\s6_27.tif,Official,EpsonV370-1,150,s6_27
Official\EpsonV370-1\150\s6_28.tif,Official,EpsonV370-1,150,s6_28
Official\EpsonV370-1\150\s6_29.tif,Official,EpsonV370-1,150,s6_29
Official\EpsonV370-1\150\s6_30.tif,Official,EpsonV370-1,150,s6_30
Official\EpsonV370-1\150\s6_31.tif,Official,EpsonV370-1,150,s6_31
Official\EpsonV370-1\150\s6_32.tif,Official,EpsonV370-1,150,s6_32
Official\EpsonV370-1\150\s6_33.tif,Official,EpsonV370-1,150,s6_33
Official\EpsonV370-1\150\s6_34.tif,Official,EpsonV370-1,150,s6_34
Official\EpsonV370-1\150\s6_35.tif,Official,EpsonV370-1,150,s6_35
Official\EpsonV370-1\150\s6_37.tif,Official,EpsonV370-1,150,s6_37
Official\EpsonV370-1\150\s6_38.tif,Official,EpsonV370-1,150,s6_38
Official\EpsonV370-1\150\s6_39.tif,Official,EpsonV370-1,150,s6_39
Official\EpsonV370-1\150\s6_40.tif,Official,EpsonV370-1,150,s6_40
Official\EpsonV370-1\150\s6_41.tif,Official,EpsonV370-1,150,s6_41
Official\EpsonV370-1\150\s6_42.tif,Official,EpsonV370-1,150,s6_42
Official\EpsonV370-1\150\s6_43.tif,Official,EpsonV370-1,150,s6_43
Official\EpsonV370-1\150\s6_44.tif,Official,EpsonV370-1,150,s6_44
Official\EpsonV370-1\150\s6_45.tif,Official,EpsonV370-1,150,s6_45
Official\EpsonV370-1\150\s6_46.tif,Official,EpsonV370-1,150,s6_46
Official\EpsonV370-1\150\s6_47.tif,Official,EpsonV370-1,150,s6_47
Official\EpsonV370-1\150\s6_49.tif,Official,EpsonV370-1,150,s6_49
Official\EpsonV370-1\150\s6_50.tif,Official,EpsonV370-1,150,s6_50
Official\EpsonV370-1\150\s6_51.tif,Official,EpsonV370-1,150,s6_51
Official\EpsonV370-1\150\s6_52.tif,Official,EpsonV370-1,150,s6_52
Official\EpsonV370-1\150\s6_53.tif,Official,EpsonV370-1,150,s6_53
Official\EpsonV370-1\150\s6_54.tif,Official,EpsonV370-1,150,s6_54
Official\EpsonV370-1\150\s6_55.tif,Official,EpsonV370-1,150,s6_55
Official\EpsonV370-1\150\s6_56.tif,Official,EpsonV370-1,150,s6_56
Official\EpsonV370-1\150\s6_57.tif,Official,EpsonV370-1,150,s6_57
Official\EpsonV370-1\150\s6_58.tif,Official,EpsonV370-1,150,s6_58
Official\EpsonV370-1\150\s6_59.tif,Official,EpsonV370-1,150,s6_59
Official\EpsonV370-1\150\s6_60.tif,Official,EpsonV370-1,150,s6_60
Official\EpsonV370-1\150\s6_61.tif,Official,EpsonV370-1,150,s6_61
Official\EpsonV370-1\150\s6_62.tif,Official,EpsonV370-1,150,s6_62
Official\EpsonV370-1\150\s6_63.tif,Official,EpsonV370-1,150,s6_63
Official\EpsonV370-1\150\s6_64.tif,Official,EpsonV370-1,150,s6_64
Official\EpsonV370-1\150\s6_65.tif,Official,EpsonV370-1,150,s6_65
Official\EpsonV370-1\150\s6_66.tif,Official,EpsonV370-1,150,s6_66
Official\EpsonV370-1\150\s6_67.tif,Official,EpsonV370-1,150,s6_67
Official\EpsonV370-1\150\s6_68.tif,Official,EpsonV370-1,150,s6_68
Official\EpsonV370-1\150\s6_69.tif,Official,EpsonV370-1,150,s6_69
Official\EpsonV370-1\150\s6_70.tif,Official,EpsonV370-1,150,s6_70
Official\EpsonV370-1\150\s6_71.tif,Official,EpsonV370-1,150,s6_71
Official\EpsonV370-1\150\s6_72.tif,Official,EpsonV370-1,150,s6_72
Official\EpsonV370-1\150\s6_73.tif,Official,EpsonV370-1,150,s6_73
Official\EpsonV370-1\150\s6_74.tif,Official,EpsonV370-1,150,s6_74
Official\EpsonV370-1\150\s6_75.tif,Official,EpsonV370-1,150,s6_75
Official\EpsonV370-1\150\s6_76.tif,Official,EpsonV370-1,150,s6_76
Official\EpsonV370-1\150\s6_77.tif,Official,EpsonV370-1,150,s6_77
Official\EpsonV370-1\150\s6_78.tif,Official,EpsonV370-1,150,s6_78
Official\EpsonV370-1\150\s6_79.tif,Official,EpsonV370-1,150,s6_79
Official\EpsonV370-1\150\s6_80.tif,Official,EpsonV370-1,150,s6_80
Official\EpsonV370-1\150\s6_81.tif,Official,EpsonV370-1,150,s6_81
Official\EpsonV370-1\150\s6_82.tif,Official,EpsonV370-1,150,s6_82
Official\EpsonV370-1\150\s6_83.tif,Official,EpsonV370-1,150,s6_83
Official\EpsonV370-1\150\s6_84.tif,Official,EpsonV370-1,150,s6_84
Official\EpsonV370-1\150\s6_85.tif,Official,EpsonV370-1,150,s6_85
Official\EpsonV370-1\150\s6_86.tif,Official,EpsonV370-1,150,s6_86
Official\EpsonV370-1\150\s6_87.tif,Official,EpsonV370-1,150,s6_87
Official\EpsonV370-1\150\s6_88.tif,Official,EpsonV370-1,150,s6_88
Official\EpsonV370-1\150\s6_89.tif,Official,EpsonV370-1,150,s6_89
Official\EpsonV370-1\150\s6_90.tif,Official,EpsonV370-1,150,s6_90
Official\EpsonV370-1\150\s6_91.tif,Official,EpsonV370-1,150,s6_91
Official\EpsonV370-1\150\s6_92.tif,Official,EpsonV370-1,150,s6_92
Official\EpsonV370-1\150\s6_93.tif,Official,EpsonV370-1,150,s6_93
Official\EpsonV370-1\150\s6_94.tif,Official,EpsonV370-1,150,s6_94
Official\EpsonV370-1\150\s6_95.tif,Official,EpsonV370-1,150,s6_95
Official\EpsonV370-1\150\s6_96.tif,Official,EpsonV370-1,150,s6_96
Official\EpsonV370-1\150\s6_97.tif,Official,EpsonV370-1,150,s6_97
Official\EpsonV370-1\150\s6_98.tif,Official,EpsonV370-1,150,s6_98
Official\EpsonV370-1\150\s6_99.tif,Official,EpsonV370-1,150,s6_99
Official\EpsonV370-1\300\s6_100.tif,Official,EpsonV370-1,300,s6_100
Official\EpsonV370-1\300\s6_16.tif,Official,EpsonV370-1,300,s6_16
Official\EpsonV370-1\300\s6_28.tif,Official,EpsonV370-1,300,s6_28
Official\EpsonV370-1\300\s6_30.tif,Official,EpsonV370-1,300,s6_30
Official\EpsonV370-1\300\s6_31.tif,Official,EpsonV370-1,300,s6_31
Official\EpsonV370-1\300\s6_32.tif,Official,EpsonV370-1,300,s6_32
Official\EpsonV370-1\300\s6_33.tif,Official,EpsonV370-1,300,s6_33
Official\EpsonV370-1\300\s6_34.tif,Official,EpsonV370-1,300,s6_34
Official\EpsonV370-1\300\s6_35.tif,Official,EpsonV370-1,300,s6_35
Official\EpsonV370-1\300\s6_36.tif,Official,EpsonV370-1,300,s6_36
Official\EpsonV370-1\300\s6_37.tif,Official,EpsonV370-1,300,s6_37
Official\EpsonV370-1\300\s6_38.tif,Official,EpsonV370-1,300,s6_38
Official\EpsonV370-1\300\s6_39.tif,Official,EpsonV370-1,300,s6_39
Official\EpsonV370-1\300\s6_40.tif,Official,EpsonV370-1,300,s6_40
Official\EpsonV370-1\300\s6_41.tif,Official,EpsonV370-1,300,s6_41
Official\EpsonV370-1\300\s6_42.tif,Official,EpsonV370-1,300,s6_42
Official\EpsonV370-1\300\s6_43.tif,Official,EpsonV370-1,300,s6_43
Official\EpsonV370-1\300\s6_44.tif,Official,EpsonV370-1,300,s6_44
Official\EpsonV370-1\300\s6_45.tif,Official,EpsonV370-1,300,s6_45
Official\EpsonV370-1\300\s6_46.tif,Official,EpsonV370-1,300,s6_46
Official\EpsonV370-1\300\s6_48.tif,Official,EpsonV370-1,300,s6_48
Official\EpsonV370-1\300\s6_49.tif,Official,EpsonV370-1,300,s6_49
Official\EpsonV370-1\300\s6_50.tif,Official,EpsonV370-1,300,s6_50
Official\EpsonV370-1\300\s6_51.tif,Official,EpsonV370-1,300,s6_51
Official\EpsonV370-1\300\s6_52.tif,Official,EpsonV370-1,300,s6_52
Official\EpsonV370-1\300\s6_54.tif,Official,EpsonV370-1,300,s6_54
Official\EpsonV370-1\300\s6_56.tif,Official,EpsonV370-1,300,s6_56
Official\EpsonV370-1\300\s6_57.tif,Official,EpsonV370-1,300,s6_57
Official\EpsonV370-1\300\s6_58.tif,Official,EpsonV370-1,300,s6_58
Official\EpsonV370-1\300\s6_60.tif,Official,EpsonV370-1,300,s6_60
Official\EpsonV370-1\300\s6_61.tif,Official,EpsonV370-1,300,s6_61
Official\EpsonV370-1\300\s6_62.tif,Official,EpsonV370-1,300,s6_62
Official\EpsonV370-1\300\s6_63.tif,Official,EpsonV370-1,300,s6_63
Official\EpsonV370-1\300\s6_64.tif,Official,EpsonV370-1,300,s6_64
Official\EpsonV370-1\300\s6_66.tif,Official,EpsonV370-1,300,s6_66
Official\EpsonV370-1\300\s6_67.tif,Official,EpsonV370-1,300,s6_67
Official\EpsonV370-1\300\s6_68.tif,Official,EpsonV370-1,300,s6_68
Official\EpsonV370-1\300\s6_69.tif,Official,EpsonV370-1,300,s6_69
Official\EpsonV370-1\300\s6_70.tif,Official,EpsonV370-1,300,s6_70
Official\EpsonV370-1\300\s6_71.tif,Official,EpsonV370-1,300,s6_71
Official\EpsonV370-1\300\s6_72.tif,Official,EpsonV370-1,300,s6_72
Official\EpsonV370-1\300\s6_73.tif,Official,EpsonV370-1,300,s6_73
Official\EpsonV370-1\300\s6_74.tif,Official,EpsonV370-1,300,s6_74
Official\EpsonV370-1\300\s6_75.tif,Official,EpsonV370-1,300,s6_75
Official\EpsonV370-1\300\s6_76.tif,Official,EpsonV370-1,300,s6_76
Official\EpsonV370-1\300\s6_77.tif,Official,EpsonV370-1,300,s6_77
Official\EpsonV370-1\300\s6_79.tif,Official,EpsonV370-1,300,s6_79
Official\EpsonV370-1\300\s6_80.tif,Official,EpsonV370-1,300,s6_80
Official\EpsonV370-1\300\s6_81.tif,Official,EpsonV370-1,300,s6_81
Official\EpsonV370-1\300\s6_82.tif,Official,EpsonV370-1,300,s6_82
Official\EpsonV370-1\300\s6_83.tif,Official,EpsonV370-1,300,s6_83
Official\EpsonV370-1\300\s6_84.tif,Official,EpsonV370-1,300,s6_84
Official\EpsonV370-1\300\s6_85.tif,Official,EpsonV370-1,300,s6_85
Official\EpsonV370-1\300\s6_86.tif,Official,EpsonV370-1,300,s6_86
Official\EpsonV370-1\300\s6_87.tif,Official,EpsonV370-1,300,s6_87
Official\EpsonV370-1\300\s6_88.tif,Official,EpsonV370-1,300,s6_88
Official\EpsonV370-1\300\s6_89.tif,Official,EpsonV370-1,300,s6_89
Official\EpsonV370-1\300\s6_90.tif,Official,EpsonV370-1,300,s6_90
Official\EpsonV370-1\300\s6_91.tif,Official,EpsonV370-1,300,s6_91
Official\EpsonV370-1\300\s6_92.tif,Official,EpsonV370-1,300,s6_92
Official\EpsonV370-1\300\s6_93.tif,Official,EpsonV370-1,300,s6_93
Official\EpsonV370-1\300\s6_94.tif,Official,EpsonV370-1,300,s6_94
Official\EpsonV370-1\300\s6_95.tif,Official,EpsonV370-1,300,s6_95
Official\EpsonV370-1\300\s6_97.tif,Official,EpsonV370-1,300,s6_97
Official\EpsonV370-1\300\s6_98.tif,Official,EpsonV370-1,300,s6_98
Official\EpsonV370-1\300\s6_99.tif,Official,EpsonV370-1,300,s6_99
Official\EpsonV370-2\150\s7_1.tif,Official,EpsonV370-2,150,s7_1
Official\EpsonV370-2\150\s7_10.tif,Official,EpsonV370-2,150,s7_10
Official\EpsonV370-2\150\s7_100.tif,Official,EpsonV370-2,150,s7_100
Official\EpsonV370-2\150\s7_11.tif,Official,EpsonV370-2,150,s7_11
Official\EpsonV370-2\150\s7_12.tif,Official,EpsonV370-2,150,s7_12
Official\EpsonV370-2\150\s7_13.tif,Official,EpsonV370-2,150,s7_13
Official\EpsonV370-2\150\s7_14.tif,Official,EpsonV370-2,150,s7_14
Official\EpsonV370-2\150\s7_15.tif,Official,EpsonV370-2,150,s7_15
Official\EpsonV370-2\150\s7_16.tif,Official,EpsonV370-2,150,s7_16
Official\EpsonV370-2\150\s7_17.tif,Official,EpsonV370-2,150,s7_17
Official\EpsonV370-2\150\s7_18.tif,Official,EpsonV370-2,150,s7_18
Official\EpsonV370-2\150\s7_20.tif,Official,EpsonV370-2,150,s7_20
Official\EpsonV370-2\150\s7_21.tif,Official,EpsonV370-2,150,s7_21
Official\EpsonV370-2\150\s7_23.tif,Official,EpsonV370-2,150,s7_23
Official\EpsonV370-2\150\s7_24.tif,Official,EpsonV370-2,150,s7_24
Official\EpsonV370-2\150\s7_26.tif,Official,EpsonV370-2,150,s7_26
Official\EpsonV370-2\150\s7_27.tif,Official,EpsonV370-2,150,s7_27
Official\EpsonV370-2\150\s7_28.tif,Official,EpsonV370-2,150,s7_28
Official\EpsonV370-2\150\s7_29.tif,Official,EpsonV370-2,150,s7_29
Official\EpsonV370-2\150\s7_30.tif,Official,EpsonV370-2,150,s7_30
Official\EpsonV370-2\150\s7_31.tif,Official,EpsonV370-2,150,s7_31
Official\EpsonV370-2\150\s7_32.tif,Official,EpsonV370-2,150,s7_32
Official\EpsonV370-2\150\s7_33.tif,Official,EpsonV370-2,150,s7_33
Official\EpsonV370-2\150\s7_34.tif,Official,EpsonV370-2,150,s7_34
Official\EpsonV370-2\150\s7_35.tif,Official,EpsonV370-2,150,s7_35
Official\EpsonV370-2\150\s7_36.tif,Official,EpsonV370-2,150,s7_36
Official\EpsonV370-2\150\s7_37.tif,Official,EpsonV370-2,150,s7_37
Official\EpsonV370-2\150\s7_38.tif,Official,EpsonV370-2,150,s7_38
Official\EpsonV370-2\150\s7_39.tif,Official,EpsonV370-2,150,s7_39
Official\EpsonV370-2\150\s7_40.tif,Official,EpsonV370-2,150,s7_40
Official\EpsonV370-2\150\s7_41.tif,Official,EpsonV370-2,150,s7_41
Official\EpsonV370-2\150\s7_42.tif,Official,EpsonV370-2,150,s7_42
Official\EpsonV370-2\150\s7_43.tif,Official,EpsonV370-2,150,s7_43
Official\EpsonV370-2\150\s7_44.tif,Official,EpsonV370-2,150,s7_44
Official\EpsonV370-2\150\s7_45.tif,Official,EpsonV370-2,150,s7_45
Official\EpsonV370-2\150\s7_46.tif,Official,EpsonV370-2,150,s7_46
Official\EpsonV370-2\150\s7_47.tif,Official,EpsonV370-2,150,s7_47
Official\EpsonV370-2\150\s7_48.tif,Official,EpsonV370-2,150,s7_48
Official\EpsonV370-2\150\s7_49.tif,Official,EpsonV370-2,150,s7_49
Official\EpsonV370-2\150\s7_50.tif,Official,EpsonV370-2,150,s7_50
Official\EpsonV370-2\150\s7_51.tif,Official,EpsonV370-2,150,s7_51
Official\EpsonV370-2\150\s7_52.tif,Official,EpsonV370-2,150,s7_52
Official\EpsonV370-2\150\s7_53.tif,Official,EpsonV370-2,150,s7_53
Official\EpsonV370-2\150\s7_54.tif,Official,EpsonV370-2,150,s7_54
Official\EpsonV370-2\150\s7_55.tif,Official,EpsonV370-2,150,s7_55
Official\EpsonV370-2\150\s7_56.tif,Official,EpsonV370-2,150,s7_56
Official\EpsonV370-2\150\s7_57.tif,Official,EpsonV370-2,150,s7_57
Official\EpsonV370-2\150\s7_58.tif,Official,EpsonV370-2,150,s7_58
Official\EpsonV370-2\150\s7_59.tif,Official,EpsonV370-2,150,s7_59
Official\EpsonV370-2\150\s7_60.tif,Official,EpsonV370-2,150,s7_60
Official\EpsonV370-2\150\s7_61.tif,Official,EpsonV370-2,150,s7_61
Official\EpsonV370-2\150\s7_62.tif,Official,EpsonV370-2,150,s7_62
Official\EpsonV370-2\150\s7_63.tif,Official,EpsonV370-2,150,s7_63
Official\EpsonV370-2\150\s7_64.tif,Official,EpsonV370-2,150,s7_64
Official\EpsonV370-2\150\s7_65.tif,Official,EpsonV370-2,150,s7_65
Official\EpsonV370-2\150\s7_66.tif,Official,EpsonV370-2,150,s7_66
Official\EpsonV370-2\150\s7_67.tif,Official,EpsonV370-2,150,s7_67
Official\EpsonV370-2\150\s7_68.tif,Official,EpsonV370-2,150,s7_68
Official\EpsonV370-2\150\s7_69.tif,Official,EpsonV370-2,150,s7_69
Official\EpsonV370-2\150\s7_70.tif,Official,EpsonV370-2,150,s7_70
Official\EpsonV370-2\150\s7_71.tif,Official,EpsonV370-2,150,s7_71
Official\EpsonV370-2\150\s7_72.tif,Official,EpsonV370-2,150,s7_72
Official\EpsonV370-2\150\s7_73.tif,Official,EpsonV370-2,150,s7_73
Official\EpsonV370-2\150\s7_74.tif,Official,EpsonV370-2,150,s7_74
Official\EpsonV370-2\150\s7_75.tif,Official,EpsonV370-2,150,s7_75
Official\EpsonV370-2\150\s7_76.tif,Official,EpsonV370-2,150,s7_76
Official\EpsonV370-2\150\s7_77.tif,Official,EpsonV370-2,150,s7_77
Official\EpsonV370-2\150\s7_78.tif,Official,EpsonV370-2,150,s7_78
Official\EpsonV370-2\150\s7_79.tif,Official,EpsonV370-2,150,s7_79
Official\EpsonV370-2\150\s7_80.tif,Official,EpsonV370-2,150,s7_80
Official\EpsonV370-2\150\s7_81.tif,Official,EpsonV370-2,150,s7_81
Official\EpsonV370-2\150\s7_82.tif,Official,EpsonV370-2,150,s7_82
Official\EpsonV370-2\150\s7_83.tif,Official,EpsonV370-2,150,s7_83
Official\EpsonV370-2\150\s7_84.tif,Official,EpsonV370-2,150,s7_84
Official\EpsonV370-2\150\s7_85.tif,Official,EpsonV370-2,150,s7_85
Official\EpsonV370-2\150\s7_86.tif,Official,EpsonV370-2,150,s7_86
Official\EpsonV370-2\150\s7_87.tif,Official,EpsonV370-2,150,s7_87
Official\EpsonV370-2\150\s7_88.tif,Official,EpsonV370-2,150,s7_88
Official\EpsonV370-2\150\s7_89.tif,Official,EpsonV370-2,150,s7_89
Official\EpsonV370-2\150\s7_90.tif,Official,EpsonV370-2,150,s7_90
Official\EpsonV370-2\150\s7_91.tif,Official,EpsonV370-2,150,s7_91
Official\EpsonV370-2\150\s7_92.tif,Official,EpsonV370-2,150,s7_92
Official\EpsonV370-2\150\s7_93.tif,Official,EpsonV370-2,150,s7_93
Official\EpsonV370-2\150\s7_94.tif,Official,EpsonV370-2,150,s7_94
Official\EpsonV370-2\150\s7_95.tif,Official,EpsonV370-2,150,s7_95
Official\EpsonV370-2\150\s7_96.tif,Official,EpsonV370-2,150,s7_96
Official\EpsonV370-2\150\s7_97.tif,Official,EpsonV370-2,150,s7_97
Official\EpsonV370-2\150\s7_98.tif,Official,EpsonV370-2,150,s7_98
Official\EpsonV370-2\150\s7_99.tif,Official,EpsonV370-2,150,s7_99
Official\EpsonV370-2\300\s7_100.tif,Official,EpsonV370-2,300,s7_100
Official\EpsonV370-2\300\s7_16.tif,Official,EpsonV370-2,300,s7_16
Official\EpsonV370-2\300\s7_18.tif,Official,EpsonV370-2,300,s7_18
Official\EpsonV370-2\300\s7_19.tif,Official,EpsonV370-2,300,s7_19
Official\EpsonV370-2\300\s7_20.tif,Official,EpsonV370-2,300,s7_20
Official\EpsonV370-2\300\s7_21.tif,Official,EpsonV370-2,300,s7_21
Official\EpsonV370-2\300\s7_22.tif,Official,EpsonV370-2,300,s7_22
Official\EpsonV370-2\300\s7_32.tif,Official,EpsonV370-2,300,s7_32
Official\EpsonV370-2\300\s7_36.tif,Official,EpsonV370-2,300,s7_36
Official\EpsonV370-2\300\s7_37.tif,Official,EpsonV370-2,300,s7_37
Official\EpsonV370-2\300\s7_39.tif,Official,EpsonV370-2,300,s7_39
Official\EpsonV370-2\300\s7_40.tif,Official,EpsonV370-2,300,s7_40
Official\EpsonV370-2\300\s7_41.tif,Official,EpsonV370-2,300,s7_41
Official\EpsonV370-2\300\s7_42.tif,Official,EpsonV370-2,300,s7_42
Official\EpsonV370-2\300\s7_43.tif,Official,EpsonV370-2,300,s7_43
Official\EpsonV370-2\300\s7_44.tif,Official,EpsonV370-2,300,s7_44
Official\EpsonV370-2\300\s7_45.tif,Official,EpsonV370-2,300,s7_45
Official\EpsonV370-2\300\s7_46.tif,Official,EpsonV370-2,300,s7_46
Official\EpsonV370-2\300\s7_47.tif,Official,EpsonV370-2,300,s7_47
Official\EpsonV370-2\300\s7_48.tif,Official,EpsonV370-2,300,s7_48
Official\EpsonV370-2\300\s7_49.tif,Official,EpsonV370-2,300,s7_49
Official\EpsonV370-2\300\s7_50.tif,Official,EpsonV370-2,300,s7_50
Official\EpsonV370-2\300\s7_51.tif,Official,EpsonV370-2,300,s7_51
Official\EpsonV370-2\300\s7_52.tif,Official,EpsonV370-2,300,s7_52
Official\EpsonV370-2\300\s7_53.tif,Official,EpsonV370-2,300,s7_53
Official\EpsonV370-2\300\s7_54.tif,Official,EpsonV370-2,300,s7_54
Official\EpsonV370-2\300\s7_55.tif,Official,EpsonV370-2,300,s7_55
Official\EpsonV370-2\300\s7_56.tif,Official,EpsonV370-2,300,s7_56
Official\EpsonV370-2\300\s7_57.tif,Official,EpsonV370-2,300,s7_57
Official\EpsonV370-2\300\s7_58.tif,Official,EpsonV370-2,300,s7_58
Official\EpsonV370-2\300\s7_59.tif,Official,EpsonV370-2,300,s7_59
Official\EpsonV370-2\300\s7_60.tif,Official,EpsonV370-2,300,s7_60
Official\EpsonV370-2\300\s7_61.tif,Official,EpsonV370-2,300,s7_61
Official\EpsonV370-2\300\s7_62.tif,Official,EpsonV370-2,300,s7_62
Official\EpsonV370-2\300\s7_63.tif,Official,EpsonV370-2,300,s7_63
Official\EpsonV370-2\300\s7_64.tif,Official,EpsonV370-2,300,s7_64
Official\EpsonV370-2\300\s7_65.tif,Official,EpsonV370-2,300,s7_65
Official\EpsonV370-2\300\s7_66.tif,Official,EpsonV370-2,300,s7_66
Official\EpsonV370-2\300\s7_67.tif,Official,EpsonV370-2,300,s7_67
Official\EpsonV370-2\300\s7_68.tif,Official,EpsonV370-2,300,s7_68
Official\EpsonV370-2\300\s7_69.tif,Official,EpsonV370-2,300,s7_69
Official\EpsonV370-2\300\s7_70.tif,Official,EpsonV370-2,300,s7_70
Official\EpsonV370-2\300\s7_71.tif,Official,EpsonV370-2,300,s7_71
Official\EpsonV370-2\300\s7_72.tif,Official,EpsonV370-2,300,s7_72
Official\EpsonV370-2\300\s7_73.tif,Official,EpsonV370-2,300,s7_73
Official\EpsonV370-2\300\s7_74.tif,Official,EpsonV370-2,300,s7_74
Official\EpsonV370-2\300\s7_75.tif,Official,EpsonV370-2,300,s7_75
Official\EpsonV370-2\300\s7_76.tif,Official,EpsonV370-2,300,s7_76
Official\EpsonV370-2\300\s7_77.tif,Official,EpsonV370-2,300,s7_77
Official\EpsonV370-2\300\s7_78.tif,Official,EpsonV370-2,300,s7_78
Official\EpsonV370-2\300\s7_79.tif,Official,EpsonV370-2,300,s7_79
Official\EpsonV370-2\300\s7_80.tif,Official,EpsonV370-2,300,s7_80
